 	transcript_5p20nt_MFE
MSMEG_5627	NA
MSMEG_5628	NA
MSMEG_5629	NA
MSMEG_5630	NA
MSMEG_5631	NA
MSMEG_5632	NA
MSMEG_5633	NA
MSMEG_5634	-1.80
MSMEG_5635	-1.70
MSMEG_5636	-1.90
MSMEG_5637	-3.50
MSMEG_5638	NA
MSMEG_5639	NA
MSMEG_5640	NA
MSMEG_5641	0.00
MSMEG_5642	-4.50
MSMEG_5643	NA
MSMEG_5644	NA
MSMEG_5645	-1.30
MSMEG_5646	0.00
MSMEG_5648	-0.50
MSMEG_5649	-3.20
MSMEG_5650	-3.00
MSMEG_5651	0.00
MSMEG_5652	NA
MSMEG_5653	NA
MSMEG_5654	-3.80
MSMEG_5655	NA
MSMEG_5656	-2.60
MSMEG_5657	NA
MSMEG_5658	-2.00
MSMEG_5659	NA
MSMEG_5660	-1.70
MSMEG_5661	-3.10
MSMEG_5662	-1.50
MSMEG_5663	NA
MSMEG_5664	0.00
MSMEG_5665	NA
MSMEG_5666	-1.20
MSMEG_5667	NA
MSMEG_5668	NA
MSMEG_5669	0.00
MSMEG_5670	0.00
MSMEG_5671	NA
MSMEG_5672	-1.40
MSMEG_5673	-1.60
MSMEG_5674	NA
MSMEG_5675	-2.20
MSMEG_5676	NA
MSMEG_5677	NA
MSMEG_5678	NA
MSMEG_5679	-0.50
MSMEG_5680	-1.50
MSMEG_5681	NA
MSMEG_5682	-0.10
MSMEG_5683	NA
MSMEG_5684	NA
MSMEG_5685	-1.60
MSMEG_5686	NA
MSMEG_5687	NA
MSMEG_5688	-0.60
MSMEG_5689	-1.80
MSMEG_5690	-8.50
MSMEG_5691	0.00
MSMEG_5692	NA
MSMEG_5693	-0.30
MSMEG_5694	-4.20
MSMEG_5695	NA
MSMEG_5696	-4.40
MSMEG_5697	-1.30
MSMEG_5698	NA
MSMEG_5699	-7.50
MSMEG_5700	-1.50
MSMEG_5701	NA
MSMEG_5702	0.00
MSMEG_5703	0.00
MSMEG_5704	-0.60
MSMEG_5705	0.00
MSMEG_5706	NA
MSMEG_5707	NA
MSMEG_5708	-2.60
MSMEG_5709	-1.10
MSMEG_5710	-3.60
MSMEG_5711	NA
MSMEG_5712	-2.70
MSMEG_5713	-12.20
MSMEG_5714	NA
MSMEG_5715	-0.60
MSMEG_5716	NA
MSMEG_5717	-2.20
MSMEG_5718	-4.20
MSMEG_5719	-0.20
MSMEG_5720	-1.20
MSMEG_5721	-4.40
MSMEG_5722	-5.40
MSMEG_5723	NA
MSMEG_5724	-0.80
MSMEG_5725	NA
MSMEG_5726	NA
MSMEG_5727	-6.80
MSMEG_5728	NA
MSMEG_5729	NA
MSMEG_5730	-0.30
MSMEG_5731	-4.00
MSMEG_5732	NA
MSMEG_5733	NA
MSMEG_5734	0.00
MSMEG_5735	NA
MSMEG_5736	-1.30
MSMEG_5737	NA
MSMEG_5738	0.00
MSMEG_5739	-1.10
MSMEG_5740	NA
MSMEG_5741	0.00
MSMEG_5742	NA
MSMEG_5743	NA
MSMEG_5744	NA
MSMEG_5745	NA
MSMEG_5746	NA
MSMEG_5747	NA
MSMEG_5748	NA
MSMEG_5749	0.00
MSMEG_5750	0.00
MSMEG_5751	NA
MSMEG_5752	-2.20
MSMEG_5753	-3.00
MSMEG_5754	NA
MSMEG_5759	NA
MSMEG_5760	-0.40
MSMEG_5761	NA
MSMEG_5762	NA
MSMEG_5763	NA
MSMEG_5764	0.00
MSMEG_5765	NA
MSMEG_5766	-2.30
MSMEG_5767	NA
MSMEG_5768	-2.40
MSMEG_5769	-1.70
MSMEG_5770	-0.30
MSMEG_5771	-0.50
MSMEG_5772	NA
MSMEG_5773	-1.90
MSMEG_5774	NA
MSMEG_5775	-6.30
MSMEG_5776	-0.40
MSMEG_5777	-1.00
MSMEG_5778	-3.50
MSMEG_5779	NA
MSMEG_5780	NA
MSMEG_5781	-2.10
MSMEG_5782	-1.40
MSMEG_5784	-7.90
MSMEG_5785	NA
MSMEG_5786	0.00
MSMEG_5787	NA
MSMEG_5788	-0.70
MSMEG_5789	NA
MSMEG_5790	NA
MSMEG_5791	-1.80
MSMEG_5792	NA
MSMEG_5793	NA
MSMEG_5794	NA
MSMEG_5795	-1.60
MSMEG_5796	-0.50
MSMEG_5797	0.00
MSMEG_5798	-1.00
MSMEG_5799	NA
MSMEG_5800	0.00
MSMEG_5801	NA
MSMEG_5802	NA
MSMEG_5803	-4.10
MSMEG_5804	NA
MSMEG_5805	NA
MSMEG_5806	NA
MSMEG_5807	NA
MSMEG_5808	NA
MSMEG_5809	NA
MSMEG_5810	NA
MSMEG_5811	-2.10
MSMEG_5812	-2.40
MSMEG_5813	NA
MSMEG_5814	NA
MSMEG_5815	NA
MSMEG_5816	-4.00
MSMEG_5817	-5.10
MSMEG_5818	NA
MSMEG_5819	0.00
MSMEG_5820	-1.40
MSMEG_5821	NA
MSMEG_5822	NA
MSMEG_5823	NA
MSMEG_5824	-3.30
MSMEG_5825	NA
MSMEG_5826	NA
MSMEG_5827	-2.70
MSMEG_5828	-1.90
MSMEG_5829	-0.70
MSMEG_5830	NA
MSMEG_5831	-1.10
MSMEG_5832	NA
MSMEG_5834	NA
MSMEG_5835	NA
MSMEG_5836	NA
MSMEG_5837	0.00
MSMEG_5838	-1.80
MSMEG_5839	NA
MSMEG_5840	NA
MSMEG_5841	-0.40
MSMEG_5842	NA
MSMEG_5843	NA
MSMEG_5844	NA
MSMEG_5845	NA
MSMEG_5846	NA
MSMEG_5847	NA
MSMEG_5848	-4.60
MSMEG_5849	NA
MSMEG_5850	-6.50
MSMEG_5851	-3.00
MSMEG_5852	-1.30
MSMEG_5853	-3.70
MSMEG_5854	NA
MSMEG_5855	-2.40
MSMEG_5856	NA
MSMEG_5857	NA
MSMEG_5858	NA
MSMEG_5859	-8.80
MSMEG_5860	-3.20
MSMEG_5861	NA
MSMEG_5862	NA
MSMEG_5863	NA
MSMEG_5864	NA
MSMEG_5865	NA
MSMEG_5866	-1.80
MSMEG_5867	NA
MSMEG_5868	-0.60
MSMEG_5869	NA
MSMEG_5870	NA
MSMEG_5871	NA
MSMEG_5872	NA
MSMEG_5873	0.00
MSMEG_5875	NA
MSMEG_5876	-3.80
MSMEG_5877	-3.10
MSMEG_5878	-1.50
MSMEG_5879	-0.70
MSMEG_5880	NA
MSMEG_5881	NA
MSMEG_5882	NA
MSMEG_5883	NA
MSMEG_5884	NA
MSMEG_5885	-1.40
MSMEG_5886	0.00
MSMEG_5887	-3.30
MSMEG_5888	-1.10
MSMEG_5889	-3.20
MSMEG_5890	0.00
MSMEG_5891	-1.40
MSMEG_5892	NA
MSMEG_5893	NA
MSMEG_5894	-3.50
MSMEG_5895	NA
MSMEG_5896	NA
MSMEG_5897	NA
MSMEG_5898	NA
MSMEG_5899	NA
MSMEG_5900	NA
MSMEG_5901	0.00
MSMEG_5902	-5.50
MSMEG_5903	NA
MSMEG_5904	-8.60
MSMEG_5905	NA
MSMEG_5906	-2.10
MSMEG_5907	NA
MSMEG_5908	NA
MSMEG_5909	NA
MSMEG_5910	NA
MSMEG_5911	NA
MSMEG_5912	-0.30
MSMEG_5913	NA
MSMEG_5914	-0.80
MSMEG_5915	NA
MSMEG_5916	-3.00
MSMEG_5917	NA
MSMEG_5918	NA
MSMEG_5919	NA
MSMEG_5920	-1.90
MSMEG_5921	NA
MSMEG_5922	NA
MSMEG_5923	NA
MSMEG_5924	NA
MSMEG_5925	-0.60
MSMEG_5926	NA
MSMEG_5927	NA
MSMEG_5928	NA
MSMEG_5929	0.00
MSMEG_5930	NA
MSMEG_5931	NA
MSMEG_5932	NA
MSMEG_5933	-1.70
MSMEG_5934	0.00
MSMEG_5935	NA
MSMEG_5936	NA
MSMEG_5937	-0.30
MSMEG_5938	NA
MSMEG_5939	-1.80
MSMEG_5940	-7.70
MSMEG_5941	-0.40
MSMEG_5942	NA
MSMEG_5943	-2.70
MSMEG_5944	-4.50
MSMEG_5945	NA
MSMEG_5946	NA
MSMEG_5947	NA
MSMEG_5948	NA
MSMEG_5949	NA
MSMEG_5950	NA
MSMEG_5951	NA
MSMEG_5952	-6.10
MSMEG_5953	NA
MSMEG_5954	NA
MSMEG_5955	NA
MSMEG_5956	-1.70
MSMEG_5957	NA
MSMEG_5958	NA
MSMEG_5959	-2.90
MSMEG_5960	NA
MSMEG_5961	NA
MSMEG_5962	-0.40
MSMEG_5963	NA
MSMEG_5964	NA
MSMEG_5965	NA
MSMEG_5966	NA
MSMEG_5967	-8.00
MSMEG_5968	-6.00
MSMEG_5969	0.00
MSMEG_5970	0.00
MSMEG_5971	-9.40
MSMEG_5972	NA
MSMEG_5973	NA
MSMEG_5974	NA
MSMEG_5975	NA
MSMEG_5976	0.00
MSMEG_5977	NA
MSMEG_5978	NA
MSMEG_5979	NA
MSMEG_5980	NA
MSMEG_5981	-0.40
MSMEG_5982	NA
MSMEG_5983	NA
MSMEG_5984	NA
MSMEG_5985	NA
MSMEG_5986	NA
MSMEG_5987	NA
MSMEG_5988	-6.60
MSMEG_5989	0.00
MSMEG_5990	NA
MSMEG_5991	NA
MSMEG_5992	NA
MSMEG_5993	NA
MSMEG_5994	NA
MSMEG_5995	0.00
MSMEG_5996	-2.10
MSMEG_5997	-1.10
MSMEG_5998	NA
MSMEG_5999	NA
MSMEG_6000	0.00
MSMEG_6001	-2.50
MSMEG_6002	NA
MSMEG_6003	NA
MSMEG_6004	NA
MSMEG_6005	NA
MSMEG_6006	-2.70
MSMEG_6008	NA
MSMEG_6009	-5.00
MSMEG_6010	-5.80
MSMEG_6011	NA
MSMEG_6012	0.00
MSMEG_6014	NA
MSMEG_6015	NA
MSMEG_6016	NA
MSMEG_6017	NA
MSMEG_6018	-1.70
MSMEG_6019	-3.00
MSMEG_6020	-4.10
MSMEG_6021	0.00
MSMEG_6022	0.00
MSMEG_6023	NA
MSMEG_6024	-2.80
MSMEG_6025	NA
MSMEG_6026	NA
MSMEG_6027	-1.60
MSMEG_6028	NA
MSMEG_6029	-0.10
MSMEG_6030	NA
MSMEG_6031	0.00
MSMEG_6032	0.00
MSMEG_6033	0.00
MSMEG_6034	NA
MSMEG_6035	NA
MSMEG_6036	NA
MSMEG_6037	NA
MSMEG_6038	-3.10
MSMEG_6039	-0.40
MSMEG_6040	0.00
MSMEG_6041	NA
MSMEG_6042	-2.70
MSMEG_6043	-1.20
MSMEG_6044	0.00
MSMEG_6045	NA
MSMEG_6046	NA
MSMEG_6047	NA
MSMEG_6048	NA
MSMEG_6049	NA
MSMEG_6050	NA
MSMEG_6052	NA
MSMEG_6053	-0.20
MSMEG_6054	-2.80
MSMEG_6055	NA
MSMEG_6057	NA
MSMEG_6058	NA
MSMEG_6059	-0.20
MSMEG_6060	-5.30
MSMEG_6061	NA
MSMEG_6062	NA
MSMEG_6063	NA
MSMEG_6064	-1.70
MSMEG_6065	NA
MSMEG_6066	NA
MSMEG_6067	NA
MSMEG_6068	-0.20
MSMEG_6069	NA
MSMEG_6070	NA
MSMEG_6071	NA
MSMEG_6072	NA
MSMEG_6073	-2.80
MSMEG_6074	-2.50
MSMEG_6075	NA
MSMEG_6076	-1.20
MSMEG_6077	-1.00
MSMEG_6078	-4.20
MSMEG_6079	0.00
MSMEG_6080	-0.90
MSMEG_6081	-1.20
MSMEG_6082	0.00
MSMEG_6083	-1.20
MSMEG_6085	0.00
MSMEG_6086	-0.50
MSMEG_6087	NA
MSMEG_6088	NA
MSMEG_6089	NA
MSMEG_6090	0.00
MSMEG_6091	-1.20
MSMEG_6092	-2.80
MSMEG_6093	NA
MSMEG_6094	0.00
MSMEG_6095	NA
MSMEG_6096	NA
MSMEG_6097	NA
MSMEG_6098	-2.50
MSMEG_6099	NA
MSMEG_6100	NA
MSMEG_6101	NA
MSMEG_6102	NA
MSMEG_6103	NA
MSMEG_6104	-3.60
MSMEG_6105	-1.50
MSMEG_6106	-0.60
MSMEG_6107	NA
MSMEG_6108	NA
MSMEG_6109	NA
MSMEG_6110	NA
MSMEG_6111	NA
MSMEG_6112	-5.40
MSMEG_6113	-2.90
MSMEG_6114	-13.30
MSMEG_6115	NA
MSMEG_6116	NA
MSMEG_6117	NA
MSMEG_6118	NA
MSMEG_6119	NA
MSMEG_6120	NA
MSMEG_6121	NA
MSMEG_6122	NA
MSMEG_6123	NA
MSMEG_6124	NA
MSMEG_6125	-2.80
MSMEG_6126	NA
MSMEG_6127	NA
MSMEG_6128	NA
MSMEG_6129	NA
MSMEG_6130	NA
MSMEG_6131	-0.80
MSMEG_6132	NA
MSMEG_6133	NA
MSMEG_6134	NA
MSMEG_6135	-2.10
MSMEG_6136	-6.90
MSMEG_6137	-0.30
MSMEG_6138	NA
MSMEG_6139	NA
MSMEG_6140	NA
MSMEG_6141	-5.10
MSMEG_6142	NA
MSMEG_6143	-2.90
MSMEG_6144	-3.80
MSMEG_6145	-0.10
MSMEG_6146	NA
MSMEG_6147	NA
MSMEG_6148	0.00
MSMEG_6149	-3.60
MSMEG_6150	-0.20
MSMEG_6151	NA
MSMEG_6153	-2.50
MSMEG_6154	-2.30
MSMEG_6155	NA
MSMEG_6156	-3.60
MSMEG_6157	-10.90
MSMEG_6158	NA
MSMEG_6159	-4.40
MSMEG_6160	-7.30
MSMEG_6161	NA
MSMEG_6162	-3.60
MSMEG_6163	NA
MSMEG_6164	NA
MSMEG_6165	NA
MSMEG_6166	NA
MSMEG_6167	NA
MSMEG_6168	NA
MSMEG_6169	NA
MSMEG_6170	NA
MSMEG_6171	-11.70
MSMEG_6172	NA
MSMEG_6173	NA
MSMEG_6174	-0.50
MSMEG_6175	NA
MSMEG_6176	NA
MSMEG_6177	NA
MSMEG_6178	NA
MSMEG_6179	NA
MSMEG_6180	0.00
MSMEG_6181	NA
MSMEG_6182	0.00
MSMEG_6183	NA
MSMEG_6184	NA
MSMEG_6185	-0.70
MSMEG_6186	NA
MSMEG_6187	-5.80
MSMEG_6188	-0.40
MSMEG_6189	NA
MSMEG_6190	NA
MSMEG_6191	NA
MSMEG_6192	-4.30
MSMEG_6193	-3.90
MSMEG_6194	NA
MSMEG_6195	NA
MSMEG_6196	NA
MSMEG_6197	NA
MSMEG_6198	-2.90
MSMEG_6199	-0.20
MSMEG_6200	NA
MSMEG_6201	-4.90
MSMEG_6202	-0.50
MSMEG_6203	NA
MSMEG_6205	NA
MSMEG_6206	NA
MSMEG_6207	NA
MSMEG_6208	-0.40
MSMEG_6209	0.00
MSMEG_6210	NA
MSMEG_6211	-2.20
MSMEG_6212	NA
MSMEG_6213	NA
MSMEG_6214	-2.00
MSMEG_6215	NA
MSMEG_6216	NA
MSMEG_6217	NA
MSMEG_6218	NA
MSMEG_6219	-6.20
MSMEG_6220	NA
MSMEG_6221	-3.70
MSMEG_6222	NA
MSMEG_6223	NA
MSMEG_6224	-4.40
MSMEG_6225	NA
MSMEG_6226	-3.80
MSMEG_6227	-4.60
MSMEG_6228	-2.10
MSMEG_6229	-1.00
MSMEG_6230	NA
MSMEG_6231	NA
MSMEG_6232	NA
MSMEG_6233	NA
MSMEG_6234	-3.00
MSMEG_6235	NA
MSMEG_6236	NA
MSMEG_6237	-7.30
MSMEG_6238	NA
MSMEG_6239	-3.90
MSMEG_6240	0.00
MSMEG_6241	-3.10
MSMEG_6242	-8.50
MSMEG_6243	-10.80
MSMEG_6244	NA
MSMEG_6245	-3.60
MSMEG_6246	NA
MSMEG_6247	NA
MSMEG_6248	NA
MSMEG_6249	NA
MSMEG_6250	-1.90
MSMEG_6251	NA
MSMEG_6252	NA
MSMEG_6253	0.00
MSMEG_6254	-1.40
MSMEG_6255	NA
MSMEG_6256	NA
MSMEG_6257	0.00
MSMEG_6258	-1.60
MSMEG_6259	-9.00
MSMEG_6260	NA
MSMEG_6261	NA
MSMEG_6262	NA
MSMEG_6263	NA
MSMEG_6264	NA
MSMEG_6265	NA
MSMEG_6266	-2.30
MSMEG_6267	NA
MSMEG_6268	NA
MSMEG_6269	NA
MSMEG_6270	-1.50
MSMEG_6271	-2.10
MSMEG_6272	NA
MSMEG_6273	NA
MSMEG_6274	NA
MSMEG_6275	-1.80
MSMEG_6276	-5.30
MSMEG_6277	NA
MSMEG_6278	NA
MSMEG_6279	NA
MSMEG_6280	-5.80
MSMEG_6281	NA
MSMEG_6282	-10.90
MSMEG_6283	-0.10
MSMEG_6284	0.00
MSMEG_6285	-4.00
MSMEG_6286	-8.30
MSMEG_6288	NA
MSMEG_6289	NA
MSMEG_6290	-5.70
MSMEG_6291	0.00
MSMEG_6292	NA
MSMEG_6293	-4.60
MSMEG_6294	0.00
MSMEG_6295	NA
MSMEG_6296	NA
MSMEG_6297	NA
MSMEG_6298	NA
MSMEG_6299	NA
MSMEG_6300	-1.00
MSMEG_6301	NA
MSMEG_6302	-2.60
MSMEG_6303	-3.50
MSMEG_6304	NA
MSMEG_6305	NA
MSMEG_6306	-0.80
MSMEG_6307	-4.30
MSMEG_6308	NA
MSMEG_6309	NA
MSMEG_6310	NA
MSMEG_6311	NA
MSMEG_6312	NA
MSMEG_6313	-0.90
MSMEG_6314	-1.40
MSMEG_6315	-1.50
MSMEG_6316	0.00
MSMEG_6317	0.00
MSMEG_6318	NA
MSMEG_6319	NA
MSMEG_6320	NA
MSMEG_6321	NA
MSMEG_6322	NA
MSMEG_6323	NA
MSMEG_6324	NA
MSMEG_6325	NA
MSMEG_6327	NA
MSMEG_6328	-2.30
MSMEG_6329	-4.60
MSMEG_6330	0.00
MSMEG_6331	NA
MSMEG_6332	NA
MSMEG_6333	NA
MSMEG_6334	-4.20
MSMEG_6335	NA
MSMEG_6336	-1.50
MSMEG_6337	-3.80
MSMEG_6338	-0.50
MSMEG_6339	NA
MSMEG_6340	-0.70
MSMEG_6341	NA
MSMEG_6342	NA
MSMEG_6343	-3.30
MSMEG_6344	-1.30
MSMEG_6345	0.00
MSMEG_6346	0.00
MSMEG_6347	NA
MSMEG_6348	0.00
MSMEG_6351	-5.30
MSMEG_6352	-1.80
MSMEG_6353	-1.70
MSMEG_6354	-4.50
MSMEG_6355	NA
MSMEG_6356	-2.90
MSMEG_6357	NA
MSMEG_6358	-2.50
MSMEG_6359	NA
MSMEG_6361	-3.10
MSMEG_6362	-0.40
MSMEG_6363	-5.30
MSMEG_6365	-2.60
MSMEG_6366	NA
MSMEG_6367	NA
MSMEG_6368	-3.10
MSMEG_6369	-6.20
MSMEG_6370	0.00
MSMEG_6371	NA
MSMEG_6372	-1.00
MSMEG_6373	NA
MSMEG_6374	NA
MSMEG_6375	NA
MSMEG_6376	NA
MSMEG_6377	NA
MSMEG_6378	NA
MSMEG_6379	-2.70
MSMEG_6380	0.00
MSMEG_6381	-2.80
MSMEG_6382	NA
MSMEG_6383	-4.60
MSMEG_6384	NA
MSMEG_6385	-1.60
MSMEG_6386	-3.00
MSMEG_6387	-1.10
MSMEG_6388	-1.80
MSMEG_6389	NA
MSMEG_6390	0.00
MSMEG_6391	-1.50
MSMEG_6392	NA
MSMEG_6393	-6.40
MSMEG_6394	-2.00
MSMEG_6395	-1.40
MSMEG_6396	NA
MSMEG_6397	NA
MSMEG_6398	-0.10
MSMEG_6399	-5.10
MSMEG_6400	NA
MSMEG_6401	-2.00
MSMEG_6402	NA
MSMEG_6403	NA
MSMEG_6404	0.00
MSMEG_6405	-4.20
MSMEG_6406	-0.90
MSMEG_6407	NA
MSMEG_6408	-5.30
MSMEG_6409	-4.10
MSMEG_6410	-1.00
MSMEG_6411	-2.70
MSMEG_6412	NA
MSMEG_6413	0.00
MSMEG_6414	-1.20
MSMEG_6415	NA
MSMEG_6416	0.00
MSMEG_6417	NA
MSMEG_6418	-2.70
MSMEG_6419	-1.30
MSMEG_6420	-0.40
MSMEG_6421	NA
MSMEG_6422	-0.20
MSMEG_6423	NA
MSMEG_6424	NA
MSMEG_6425	NA
MSMEG_6426	-0.70
MSMEG_6427	-2.60
MSMEG_6428	-9.50
MSMEG_6429	NA
MSMEG_6430	-1.90
MSMEG_6431	NA
MSMEG_6432	-0.40
MSMEG_6433	-2.40
MSMEG_6434	-4.10
MSMEG_6435	NA
MSMEG_6436	NA
MSMEG_6437	NA
MSMEG_6438	0.00
MSMEG_6439	-2.10
MSMEG_6440	-1.30
MSMEG_6441	-2.50
MSMEG_6442	NA
MSMEG_6443	NA
MSMEG_6444	NA
MSMEG_6445	NA
MSMEG_6446	-2.60
MSMEG_6447	-2.10
MSMEG_6448	-1.40
MSMEG_6449	NA
MSMEG_6450	NA
MSMEG_6451	0.00
MSMEG_6452	-0.80
MSMEG_6453	NA
MSMEG_6454	-1.60
MSMEG_6455	NA
MSMEG_6456	-1.80
MSMEG_6457	0.00
MSMEG_6458	NA
MSMEG_6459	NA
MSMEG_6460	NA
MSMEG_6461	NA
MSMEG_6462	NA
MSMEG_6463	NA
MSMEG_6464	-2.30
MSMEG_6465	-0.80
MSMEG_6466	NA
MSMEG_6467	NA
MSMEG_6468	-1.40
MSMEG_6469	NA
MSMEG_6470	NA
MSMEG_6471	NA
MSMEG_6472	NA
MSMEG_6473	NA
MSMEG_6474	NA
MSMEG_6475	0.00
MSMEG_6476	NA
MSMEG_6477	0.00
MSMEG_6478	NA
MSMEG_6479	-3.50
MSMEG_6480	0.00
MSMEG_6481	0.00
MSMEG_6482	NA
MSMEG_6483	NA
MSMEG_6484	-1.90
MSMEG_6485	0.00
MSMEG_6486	NA
MSMEG_6487	-3.30
MSMEG_6488	NA
MSMEG_6489	NA
MSMEG_6490	NA
MSMEG_6491	NA
MSMEG_6492	NA
MSMEG_6493	NA
MSMEG_6494	NA
MSMEG_6495	NA
MSMEG_6496	NA
MSMEG_6497	-1.20
MSMEG_6498	-1.80
MSMEG_6499	-0.40
MSMEG_6500	NA
MSMEG_6501	NA
MSMEG_6502	-0.40
MSMEG_6503	-4.50
MSMEG_6504	NA
MSMEG_6505	NA
MSMEG_6506	NA
MSMEG_6507	0.00
MSMEG_6508	-2.70
MSMEG_6509	NA
MSMEG_6510	NA
MSMEG_6511	-2.10
MSMEG_6512	NA
MSMEG_6513	NA
MSMEG_6514	NA
MSMEG_6515	-0.80
MSMEG_6516	NA
MSMEG_6517	NA
MSMEG_6518	0.00
MSMEG_6519	-2.00
MSMEG_6520	-2.50
MSMEG_6521	NA
MSMEG_6522	NA
MSMEG_6523	NA
MSMEG_6524	-3.30
MSMEG_6525	0.00
MSMEG_6526	-3.00
MSMEG_6527	NA
MSMEG_6528	0.00
MSMEG_6529	NA
MSMEG_6530	NA
MSMEG_6531	NA
MSMEG_6532	NA
MSMEG_6533	NA
MSMEG_6534	NA
MSMEG_6535	-7.90
MSMEG_6536	NA
MSMEG_6537	NA
MSMEG_6538	-3.20
MSMEG_6539	NA
MSMEG_6540	-2.30
MSMEG_6541	0.00
MSMEG_6542	NA
MSMEG_6544	-2.60
MSMEG_6545	NA
MSMEG_6546	0.00
MSMEG_6547	-0.60
MSMEG_6548	NA
MSMEG_6549	NA
MSMEG_6550	NA
MSMEG_6551	NA
MSMEG_6552	-2.70
MSMEG_6553	NA
MSMEG_6554	NA
MSMEG_6555	-3.90
MSMEG_6556	NA
MSMEG_6557	-6.20
MSMEG_6558	NA
MSMEG_6559	-1.00
MSMEG_6560	NA
MSMEG_6561	NA
MSMEG_6562	NA
MSMEG_6563	-9.00
MSMEG_6564	NA
MSMEG_6565	NA
MSMEG_6566	0.00
MSMEG_6567	NA
MSMEG_6568	-0.50
MSMEG_6569	NA
MSMEG_6570	NA
MSMEG_6571	-4.70
MSMEG_6572	NA
MSMEG_6573	NA
MSMEG_6574	-0.70
MSMEG_6575	NA
MSMEG_6576	NA
MSMEG_6577	-4.30
MSMEG_6578	NA
MSMEG_6579	-4.70
MSMEG_6580	-4.30
MSMEG_6581	-2.60
MSMEG_6582	NA
MSMEG_6583	-1.30
MSMEG_6584	-3.50
MSMEG_6585	NA
MSMEG_6586	NA
MSMEG_6587	0.00
MSMEG_6588	0.00
MSMEG_6589	NA
MSMEG_6590	-1.00
MSMEG_6591	NA
MSMEG_6592	NA
MSMEG_6593	NA
MSMEG_6594	NA
MSMEG_6595	NA
MSMEG_6596	0.00
MSMEG_6597	NA
MSMEG_6598	0.00
MSMEG_6600	NA
MSMEG_6601	0.00
MSMEG_6602	NA
MSMEG_6603	-0.60
MSMEG_6604	-2.00
MSMEG_6605	-5.70
MSMEG_6606	NA
MSMEG_6607	NA
MSMEG_6608	NA
MSMEG_6609	NA
MSMEG_6610	NA
MSMEG_6611	NA
MSMEG_6612	NA
MSMEG_6613	NA
MSMEG_6614	NA
MSMEG_6615	NA
MSMEG_6616	NA
MSMEG_6617	-1.20
MSMEG_6618	0.00
MSMEG_6620	-6.80
MSMEG_6621	NA
MSMEG_6622	NA
MSMEG_6623	NA
MSMEG_6624	NA
MSMEG_6625	NA
MSMEG_6626	NA
MSMEG_6627	0.00
MSMEG_6628	NA
MSMEG_6629	NA
MSMEG_6630	-2.50
MSMEG_6631	NA
MSMEG_6632	NA
MSMEG_6633	NA
MSMEG_6634	-2.30
MSMEG_6635	-4.40
MSMEG_6636	-3.80
MSMEG_6637	-5.40
MSMEG_6638	-3.60
MSMEG_6639	-3.00
MSMEG_6640	-4.80
MSMEG_6641	NA
MSMEG_6642	-3.40
MSMEG_6643	-1.80
MSMEG_6644	NA
MSMEG_6645	NA
MSMEG_6646	NA
MSMEG_6647	NA
MSMEG_6648	NA
MSMEG_6649	-12.60
MSMEG_6650	0.00
MSMEG_6651	NA
MSMEG_6652	NA
MSMEG_6654	-1.50
MSMEG_6655	NA
MSMEG_6656	NA
MSMEG_6657	NA
MSMEG_6658	NA
MSMEG_6659	NA
MSMEG_6660	-2.50
MSMEG_6661	-2.40
MSMEG_6662	NA
MSMEG_6663	-2.30
MSMEG_6664	NA
MSMEG_6665	NA
MSMEG_6666	-1.80
MSMEG_6667	NA
MSMEG_6668	NA
MSMEG_6669	NA
MSMEG_6670	NA
MSMEG_6671	NA
MSMEG_6672	NA
MSMEG_6673	NA
MSMEG_6674	NA
MSMEG_6675	NA
MSMEG_6676	NA
MSMEG_6677	NA
MSMEG_6678	-13.10
MSMEG_6679	NA
MSMEG_6680	NA
MSMEG_6681	NA
MSMEG_6682	NA
MSMEG_6683	NA
MSMEG_6684	NA
MSMEG_6685	-0.90
MSMEG_6686	-9.80
MSMEG_6687	NA
MSMEG_6688	NA
MSMEG_6689	NA
MSMEG_6690	-1.30
MSMEG_6691	NA
MSMEG_6692	NA
MSMEG_6693	NA
MSMEG_6694	NA
MSMEG_6695	NA
MSMEG_6696	NA
MSMEG_6697	NA
MSMEG_6698	-3.60
MSMEG_6699	NA
MSMEG_6700	0.00
MSMEG_6701	NA
MSMEG_6702	NA
MSMEG_6703	NA
MSMEG_6704	NA
MSMEG_6705	NA
MSMEG_6706	NA
MSMEG_6707	NA
MSMEG_6708	NA
MSMEG_6709	NA
MSMEG_6710	NA
MSMEG_6711	NA
MSMEG_6712	NA
MSMEG_6713	NA
MSMEG_6714	NA
MSMEG_6715	NA
MSMEG_6716	NA
MSMEG_6717	NA
MSMEG_6718	NA
MSMEG_6719	NA
MSMEG_6720	NA
MSMEG_6721	NA
MSMEG_6722	NA
MSMEG_6723	NA
MSMEG_6724	NA
MSMEG_6725	NA
MSMEG_6726	-3.60
MSMEG_6727	-2.10
MSMEG_6728	NA
MSMEG_6729	-0.70
MSMEG_6730	0.00
MSMEG_6731	0.00
MSMEG_6732	NA
MSMEG_6733	-1.90
MSMEG_6734	NA
MSMEG_6735	NA
MSMEG_6736	NA
MSMEG_6737	NA
MSMEG_6738	-0.20
MSMEG_6739	-3.00
MSMEG_6740	-4.60
MSMEG_6741	-5.10
MSMEG_6742	NA
MSMEG_6743	-0.40
MSMEG_6744	-0.70
MSMEG_6745	-4.20
