gene	Pattern_cls_hypoxia
VBIMycSme59918_0718	Med-slow
VBIMycSme59918_0719	Fast
VBIMycSme59918_0769	Med-slow
VBIMycSme59918_0792	Fast
VBIMycSme59918_0793	Med-fast
VBIMycSme59918_0806	Fast
VBIMycSme59918_0949	Med-fast
VBIMycSme59918_0991	Med-slow
VBIMycSme59918_1005	Fast
VBIMycSme59918_1007	Med-fast
VBIMycSme59918_1023	Med-slow
VBIMycSme59918_1027	Fast
VBIMycSme59918_1043	Fast
VBIMycSme59918_1119	Fast
VBIMycSme59918_1121	Med-slow
VBIMycSme59918_1240	Med-fast
VBIMycSme59918_1257	Med-slow
VBIMycSme59918_1338	Med-fast
VBIMycSme59918_1387	Med-fast
VBIMycSme59918_1391	Fast
VBIMycSme59918_1392	Med-slow
VBIMycSme59918_1393	Med-fast
VBIMycSme59918_1394	Fast
VBIMycSme59918_1395	Med-fast
VBIMycSme59918_1534	Slow
VBIMycSme59918_1535	Slow
VBIMycSme59918_1577	Fast
VBIMycSme59918_1602	Med-slow
VBIMycSme59918_1603	Slow
VBIMycSme59918_1632	Med-fast
VBIMycSme59918_1703	Fast
VBIMycSme59918_1809	Med-slow
VBIMycSme59918_1825	Slow
VBIMycSme59918_1826	Slow
VBIMycSme59918_1950	Fast
VBIMycSme59918_2017	Slow
VBIMycSme59918_2061	Med-slow
VBIMycSme59918_2062	Fast
VBIMycSme59918_2130	Fast
VBIMycSme59918_2177	Slow
VBIMycSme59918_2249	Med-slow
VBIMycSme59918_2263	Fast
VBIMycSme59918_2265	Med-fast
VBIMycSme59918_2281	Med-slow
VBIMycSme59918_2285	Fast
VBIMycSme59918_2310	Slow
VBIMycSme59918_2311	Slow
VBIMycSme59918_2332	Med-fast
VBIMycSme59918_2364	Med-slow
VBIMycSme59918_2366	Fast
VBIMycSme59918_2417	Med-slow
VBIMycSme59918_2521	Med-fast
VBIMycSme59918_2639	Fast
VBIMycSme59918_2697	Med-slow
VBIMycSme59918_2698	Med-slow
VBIMycSme59918_2712	Med-slow
VBIMycSme59918_2715	Med-slow
VBIMycSme59918_2770	Med-fast
VBIMycSme59918_2781	Fast
VBIMycSme59918_2788	Med-slow
VBIMycSme59918_2789	Med-slow
VBIMycSme59918_2792	Fast
VBIMycSme59918_2985	Med-fast
VBIMycSme59918_2999	Med-slow
VBIMycSme59918_3049	Fast
VBIMycSme59918_3050	Med-slow
VBIMycSme59918_3146	Med-slow
VBIMycSme59918_3147	Med-slow
VBIMycSme59918_3192	Slow
VBIMycSme59918_3205	Med-fast
VBIMycSme59918_3265	Fast
VBIMycSme59918_3266	Fast
VBIMycSme59918_3279	Fast
VBIMycSme59918_3280	Med-fast
VBIMycSme59918_3291	Med-fast
VBIMycSme59918_3292	Med-slow
VBIMycSme59918_3325	Med-fast
VBIMycSme59918_3326	Fast
VBIMycSme59918_3337	Med-slow
VBIMycSme59918_3349	Fast
VBIMycSme59918_3356	Med-fast
VBIMycSme59918_3372	Fast
VBIMycSme59918_3469	Med-fast
VBIMycSme59918_3638	Slow
VBIMycSme59918_3639	Slow
VBIMycSme59918_3650	Med-slow
VBIMycSme59918_3688	Med-slow
VBIMycSme59918_3690	Med-slow
VBIMycSme59918_3691	Med-slow
VBIMycSme59918_3796	Med-fast
VBIMycSme59918_3828	Med-fast
VBIMycSme59918_3829	Med-fast
VBIMycSme59918_3854	Med-slow
VBIMycSme59918_3856	Fast
VBIMycSme59918_3881	Med-fast
VBIMycSme59918_3911	Fast
VBIMycSme59918_3913	Med-slow
VBIMycSme59918_3917	Fast
VBIMycSme59918_3918	Fast
VBIMycSme59918_3990	Slow
VBIMycSme59918_3999	Med-fast
VBIMycSme59918_4047	Fast
VBIMycSme59918_4050	Med-fast
VBIMycSme59918_4053	Med-fast
VBIMycSme59918_4057	Slow
VBIMycSme59918_4058	Med-slow
VBIMycSme59918_4063	Fast
VBIMycSme59918_4099	Med-fast
VBIMycSme59918_4179	Fast
VBIMycSme59918_4281	Med-fast
VBIMycSme59918_4448	Med-slow
VBIMycSme59918_4499	Med-fast
VBIMycSme59918_4501	Fast
VBIMycSme59918_4503	Med-fast
VBIMycSme59918_4506	Med-fast
VBIMycSme59918_4507	Med-slow
VBIMycSme59918_4509	Slow
VBIMycSme59918_4510	Slow
VBIMycSme59918_4524	Med-slow
VBIMycSme59918_4644	Fast
VBIMycSme59918_4807	Med-slow
VBIMycSme59918_4871	Med-fast
VBIMycSme59918_4988	Med-slow
VBIMycSme59918_5004	Med-slow
VBIMycSme59918_5199	Slow
VBIMycSme59918_5200	Fast
VBIMycSme59918_5370	Med-slow
VBIMycSme59918_5409	Fast
VBIMycSme59918_5410	Fast
VBIMycSme59918_5415	Med-slow
VBIMycSme59918_5416	Slow
VBIMycSme59918_5503	Fast
VBIMycSme59918_5629	Slow
VBIMycSme59918_5676	Med-slow
VBIMycSme59918_5677	Fast
VBIMycSme59918_5843	Med-slow
VBIMycSme59918_5844	Med-fast
VBIMycSme59918_5849	Med-fast
VBIMycSme59918_5922	Med-fast
VBIMycSme59918_5985	Med-fast
VBIMycSme59918_5987	Slow
VBIMycSme59918_6018	Slow
VBIMycSme59918_6180	Med-fast
VBIMycSme59918_6367	Med-slow
VBIMycSme59918_6368	Med-fast
VBIMycSme59918_6423	Fast
VBIMycSme59918_6424	Med-slow
VBIMycSme59918_6441	Med-slow
VBIMycSme59918_6442	Slow
VBIMycSme59918_6444	Med-slow
VBIMycSme59918_6476	Fast
VBIMycSme59918_6478	Med-fast
VBIMycSme59918_6632	Med-slow
VBIMycSme59918_6639	Med-fast
VBIMycSme59918_6640	Med-slow
VBIMycSme59918_6689	Med-fast
VBIMycSme59918_6695	Slow
VBIMycSme59918_6719	Fast
ORF1	Med-fast
ORF2	Med-slow
ORF4	Med-slow
ORF5	Slow
ORF7	Fast
ORF8	Med-fast
ORF9	Med-fast
ORF12	Fast
ORF13	Fast
ORF15	Med-slow
ORF16	Slow
ORF17	Med-slow
ORF18	Med-fast
ORF19	Med-fast
ORF20	Med-slow
ORF24	Med-slow
ORF25	Med-fast
ORF27	Med-fast
ORF29	Fast
ORF30	Med-fast
ORF31	Fast
ORF32	Fast
ORF34	Fast
ORF35	Fast
ORF36	Med-fast
ORF38	Med-fast
ORF40	Med-fast
ORF41	Med-fast
ORF42	Fast
ORF43	Med-fast
ORF45	Fast
ORF46	Fast
ORF48	Fast
ORF49	Fast
ORF50	Med-fast
ORF52	Fast
ORF53	Med-fast
ORF54	Med-fast
ORF56	Fast
ORF59	Fast
ORF60	Fast
ORF61	Med-slow
ORF63	Fast
ORF65	Fast
ORF66	Med-fast
