gene	Pattern_cls_logPhase
VBIMycSme59918_5199	Med-fast
VBIMycSme59918_5200	Fast
VBIMycSme59918_5247	Fast
VBIMycSme59918_5281	Med-fast
VBIMycSme59918_5370	Slow
VBIMycSme59918_5410	Med-fast
VBIMycSme59918_5415	Slow
VBIMycSme59918_5416	Slow
VBIMycSme59918_5503	Med-slow
VBIMycSme59918_5629	Fast
VBIMycSme59918_5677	Med-slow
VBIMycSme59918_5844	Fast
VBIMycSme59918_5849	Fast
VBIMycSme59918_5850	Fast
VBIMycSme59918_5887	Med-fast
VBIMycSme59918_5893	Med-fast
VBIMycSme59918_5894	Med-fast
VBIMycSme59918_5922	Med-fast
VBIMycSme59918_5985	Fast
VBIMycSme59918_6006	Med-fast
VBIMycSme59918_6018	Med-slow
VBIMycSme59918_6367	Fast
VBIMycSme59918_6368	Med-fast
VBIMycSme59918_6423	Fast
VBIMycSme59918_6424	Med-fast
VBIMycSme59918_6442	Fast
VBIMycSme59918_6444	Fast
VBIMycSme59918_6630	Med-fast
VBIMycSme59918_6632	Med-fast
VBIMycSme59918_6689	Slow
ORF1	Med-fast
ORF4	Med-fast
ORF5	Slow
ORF6	Fast
ORF7	Med-fast
ORF8	Fast
ORF9	Med-fast
ORF10	Med-fast
ORF14	Med-fast
ORF15	Med-fast
ORF17	Med-fast
ORF19	Fast
ORF20	Fast
ORF22	Med-fast
ORF24	Slow
ORF27	Med-fast
ORF29	Slow
ORF31	Fast
ORF32	Med-fast
ORF36	Med-fast
ORF38	Fast
ORF39	Med-fast
ORF41	Slow
ORF43	Med-fast
ORF45	Med-fast
ORF46	Med-fast
ORF47	Med-slow
ORF49	Fast
ORF54	Med-slow
ORF56	Med-fast
ORF59	Med-fast
ORF60	Med-fast
