 	transcript_5p20nt_Avg_First5nt_UnpairedProb
MSMEG_5588	0.7954
MSMEG_5589	0.0196
MSMEG_5590	NA
MSMEG_5591	0.5333
MSMEG_5592	NA
MSMEG_5593	NA
MSMEG_5594	NA
MSMEG_5595	0.0938
MSMEG_5596	NA
MSMEG_5597	0.2502
MSMEG_5599	NA
MSMEG_5600	NA
MSMEG_5601	0.8224
MSMEG_5602	NA
MSMEG_5603	NA
MSMEG_5604	NA
MSMEG_5605	NA
MSMEG_5606	NA
MSMEG_5607	0.9332
MSMEG_5608	0.6970
MSMEG_5609	NA
MSMEG_5610	0.5700
MSMEG_5611	0.5149
MSMEG_5612	0.9322
MSMEG_5613	NA
MSMEG_5614	NA
MSMEG_5615	0.8692
MSMEG_5616	NA
MSMEG_5617	0.7493
MSMEG_5618	NA
MSMEG_5619	NA
MSMEG_5620	NA
MSMEG_5621	NA
MSMEG_5622	NA
MSMEG_5623	NA
MSMEG_5624	NA
MSMEG_5625	NA
MSMEG_5626	NA
MSMEG_5627	NA
MSMEG_5628	NA
MSMEG_5629	NA
MSMEG_5630	NA
MSMEG_5631	NA
MSMEG_5632	NA
MSMEG_5633	NA
MSMEG_5634	0.8299
MSMEG_5635	0.8831
MSMEG_5636	0.6884
MSMEG_5637	0.0613
MSMEG_5638	NA
MSMEG_5639	NA
MSMEG_5640	NA
MSMEG_5641	0.6973
MSMEG_5642	0.4197
MSMEG_5643	NA
MSMEG_5644	NA
MSMEG_5645	0.9624
MSMEG_5646	0.8641
MSMEG_5648	0.8354
MSMEG_5649	0.8641
MSMEG_5650	0.6387
MSMEG_5651	0.9885
MSMEG_5652	NA
MSMEG_5653	NA
MSMEG_5654	0.1174
MSMEG_5655	NA
MSMEG_5656	0.9957
MSMEG_5657	NA
MSMEG_5658	0.4355
MSMEG_5659	NA
MSMEG_5660	0.9078
MSMEG_5661	0.5659
MSMEG_5662	0.3242
MSMEG_5663	NA
MSMEG_5664	0.9204
MSMEG_5665	NA
MSMEG_5666	0.3537
MSMEG_5667	NA
MSMEG_5668	NA
MSMEG_5669	0.6464
MSMEG_5670	0.9291
MSMEG_5671	NA
MSMEG_5672	0.6784
MSMEG_5673	0.3437
MSMEG_5674	NA
MSMEG_5675	0.4708
MSMEG_5676	NA
MSMEG_5677	NA
MSMEG_5678	NA
MSMEG_5679	0.7659
MSMEG_5680	0.5550
MSMEG_5681	NA
MSMEG_5682	0.5487
MSMEG_5683	NA
MSMEG_5684	NA
MSMEG_5685	0.9969
MSMEG_5686	NA
MSMEG_5687	NA
MSMEG_5688	0.4893
MSMEG_5689	0.9524
MSMEG_5690	0.9999
MSMEG_5691	0.8012
MSMEG_5692	NA
MSMEG_5693	0.4834
MSMEG_5694	0.3007
MSMEG_5695	NA
MSMEG_5696	0.4670
MSMEG_5697	0.6521
MSMEG_5698	NA
MSMEG_5699	0.6004
MSMEG_5700	0.4550
MSMEG_5701	NA
MSMEG_5702	0.6764
MSMEG_5703	0.7908
MSMEG_5704	0.9465
MSMEG_5705	0.9522
MSMEG_5706	NA
MSMEG_5707	NA
MSMEG_5708	0.7202
MSMEG_5709	0.5893
MSMEG_5710	0.9889
MSMEG_5711	NA
MSMEG_5712	0.6714
MSMEG_5713	0.0256
MSMEG_5714	NA
MSMEG_5715	0.5343
MSMEG_5716	NA
MSMEG_5717	0.9176
MSMEG_5718	0.1521
MSMEG_5719	0.4475
MSMEG_5720	0.8054
MSMEG_5721	0.2043
MSMEG_5722	0.2015
MSMEG_5723	NA
MSMEG_5724	0.7331
MSMEG_5725	NA
MSMEG_5726	NA
MSMEG_5727	0.4904
MSMEG_5728	NA
MSMEG_5729	NA
MSMEG_5730	0.6418
MSMEG_5731	0.8840
MSMEG_5732	NA
MSMEG_5733	NA
MSMEG_5734	0.9040
MSMEG_5735	NA
MSMEG_5736	0.4021
MSMEG_5737	NA
MSMEG_5738	0.8805
MSMEG_5739	0.5315
MSMEG_5740	NA
MSMEG_5741	0.8963
MSMEG_5742	NA
MSMEG_5743	NA
MSMEG_5744	NA
MSMEG_5745	NA
MSMEG_5746	NA
MSMEG_5747	NA
MSMEG_5748	NA
MSMEG_5749	0.7896
MSMEG_5750	0.9217
MSMEG_5751	NA
MSMEG_5752	0.3891
MSMEG_5753	0.1605
MSMEG_5754	NA
MSMEG_5759	NA
MSMEG_5760	0.7129
MSMEG_5761	NA
MSMEG_5762	NA
MSMEG_5763	NA
MSMEG_5764	0.9246
MSMEG_5765	NA
MSMEG_5766	0.7382
MSMEG_5767	NA
MSMEG_5768	0.9354
MSMEG_5769	0.5771
MSMEG_5770	0.4673
MSMEG_5771	0.7460
MSMEG_5772	NA
MSMEG_5773	0.4409
MSMEG_5774	NA
MSMEG_5775	0.5957
MSMEG_5776	0.7323
MSMEG_5777	0.9663
MSMEG_5778	0.2098
MSMEG_5779	NA
MSMEG_5780	NA
MSMEG_5781	0.9727
MSMEG_5782	0.9590
MSMEG_5784	0.9995
MSMEG_5785	NA
MSMEG_5786	0.9859
MSMEG_5787	NA
MSMEG_5788	0.4960
MSMEG_5789	NA
MSMEG_5790	NA
MSMEG_5791	0.9566
MSMEG_5792	NA
MSMEG_5793	NA
MSMEG_5794	NA
MSMEG_5795	0.4817
MSMEG_5796	0.9654
MSMEG_5797	0.9491
MSMEG_5798	0.5650
MSMEG_5799	NA
MSMEG_5800	0.9572
MSMEG_5801	NA
MSMEG_5802	NA
MSMEG_5803	0.0928
MSMEG_5804	NA
MSMEG_5805	NA
MSMEG_5806	NA
MSMEG_5807	NA
MSMEG_5808	NA
MSMEG_5809	NA
MSMEG_5810	NA
MSMEG_5811	0.8403
MSMEG_5812	0.0391
MSMEG_5813	NA
MSMEG_5814	NA
MSMEG_5815	NA
MSMEG_5816	0.2501
MSMEG_5817	0.0480
MSMEG_5818	NA
MSMEG_5819	0.8696
MSMEG_5820	0.7152
MSMEG_5821	NA
MSMEG_5822	NA
MSMEG_5823	NA
MSMEG_5824	0.1449
MSMEG_5825	NA
MSMEG_5826	NA
MSMEG_5827	0.1689
MSMEG_5828	0.7126
MSMEG_5829	0.6307
MSMEG_5830	NA
MSMEG_5831	0.5101
MSMEG_5832	NA
MSMEG_5834	NA
MSMEG_5835	NA
MSMEG_5836	NA
MSMEG_5837	0.7368
MSMEG_5838	0.4345
MSMEG_5839	NA
MSMEG_5840	NA
MSMEG_5841	0.6420
MSMEG_5842	NA
MSMEG_5843	NA
MSMEG_5844	NA
MSMEG_5845	NA
MSMEG_5846	NA
MSMEG_5847	NA
MSMEG_5848	0.9414
MSMEG_5849	NA
MSMEG_5850	0.0029
MSMEG_5851	0.2047
MSMEG_5852	0.5425
MSMEG_5853	0.3844
MSMEG_5854	NA
MSMEG_5855	0.4358
MSMEG_5856	NA
MSMEG_5857	NA
MSMEG_5858	NA
MSMEG_5859	0.2015
MSMEG_5860	0.1222
MSMEG_5861	NA
MSMEG_5862	NA
MSMEG_5863	NA
MSMEG_5864	NA
MSMEG_5865	NA
MSMEG_5866	0.3211
MSMEG_5867	NA
MSMEG_5868	0.5308
MSMEG_5869	NA
MSMEG_5870	NA
MSMEG_5871	NA
MSMEG_5872	NA
MSMEG_5873	0.9686
MSMEG_5875	NA
MSMEG_5876	0.2057
MSMEG_5877	0.9443
MSMEG_5878	0.8958
MSMEG_5879	0.7147
MSMEG_5880	NA
MSMEG_5881	NA
MSMEG_5882	NA
MSMEG_5883	NA
MSMEG_5884	NA
MSMEG_5885	0.9616
MSMEG_5886	0.9006
MSMEG_5887	0.4490
MSMEG_5888	0.5269
MSMEG_5889	0.4045
MSMEG_5890	0.9906
MSMEG_5891	0.5480
MSMEG_5892	NA
MSMEG_5893	NA
MSMEG_5894	0.6171
MSMEG_5895	NA
MSMEG_5896	NA
MSMEG_5897	NA
MSMEG_5898	NA
MSMEG_5899	NA
MSMEG_5900	NA
MSMEG_5901	0.8170
MSMEG_5902	0.2135
MSMEG_5903	NA
MSMEG_5904	0.4035
MSMEG_5905	NA
MSMEG_5906	0.9223
MSMEG_5907	NA
MSMEG_5908	NA
MSMEG_5909	NA
MSMEG_5910	NA
MSMEG_5911	NA
MSMEG_5912	0.6372
MSMEG_5913	NA
MSMEG_5914	0.7187
MSMEG_5915	NA
MSMEG_5916	0.4589
MSMEG_5917	NA
MSMEG_5918	NA
MSMEG_5919	NA
MSMEG_5920	0.4429
MSMEG_5921	NA
MSMEG_5922	NA
MSMEG_5923	NA
MSMEG_5924	NA
MSMEG_5925	0.8623
MSMEG_5926	NA
MSMEG_5927	NA
MSMEG_5928	NA
MSMEG_5929	0.9006
MSMEG_5930	NA
MSMEG_5931	NA
MSMEG_5932	NA
MSMEG_5933	0.9746
MSMEG_5934	0.8374
MSMEG_5935	NA
MSMEG_5936	NA
MSMEG_5937	0.5543
MSMEG_5938	NA
MSMEG_5939	0.8258
MSMEG_5940	0.2010
MSMEG_5941	0.6395
MSMEG_5942	NA
MSMEG_5943	0.6510
MSMEG_5944	0.5924
MSMEG_5945	NA
MSMEG_5946	NA
MSMEG_5947	NA
MSMEG_5948	NA
MSMEG_5949	NA
MSMEG_5950	NA
MSMEG_5951	NA
MSMEG_5952	0.1991
MSMEG_5953	NA
MSMEG_5954	NA
MSMEG_5955	NA
MSMEG_5956	0.4331
MSMEG_5957	NA
MSMEG_5958	NA
MSMEG_5959	0.5400
MSMEG_5960	NA
MSMEG_5961	NA
MSMEG_5962	0.8051
MSMEG_5963	NA
MSMEG_5964	NA
MSMEG_5965	NA
MSMEG_5966	NA
MSMEG_5967	0.3409
MSMEG_5968	0.2036
MSMEG_5969	0.8321
MSMEG_5970	0.9606
MSMEG_5971	0.6043
MSMEG_5972	NA
MSMEG_5973	NA
MSMEG_5974	NA
MSMEG_5975	NA
MSMEG_5976	0.8598
MSMEG_5977	NA
MSMEG_5978	NA
MSMEG_5979	NA
MSMEG_5980	NA
MSMEG_5981	0.6259
MSMEG_5982	NA
MSMEG_5983	NA
MSMEG_5984	NA
MSMEG_5985	NA
MSMEG_5986	NA
MSMEG_5987	NA
MSMEG_5988	0.0675
MSMEG_5989	0.9799
MSMEG_5990	NA
MSMEG_5991	NA
MSMEG_5992	NA
MSMEG_5993	NA
MSMEG_5994	NA
MSMEG_5995	0.9768
MSMEG_5996	0.1971
MSMEG_5997	0.6487
MSMEG_5998	NA
MSMEG_5999	NA
MSMEG_6000	0.9561
MSMEG_6001	0.7725
MSMEG_6002	NA
MSMEG_6003	NA
MSMEG_6004	NA
MSMEG_6005	NA
MSMEG_6006	0.5355
MSMEG_6008	NA
MSMEG_6009	0.4079
MSMEG_6010	0.3954
MSMEG_6011	NA
MSMEG_6012	0.5747
MSMEG_6014	NA
MSMEG_6015	NA
MSMEG_6016	NA
MSMEG_6017	NA
MSMEG_6018	0.9980
MSMEG_6019	0.7737
MSMEG_6020	0.3386
MSMEG_6021	0.8821
MSMEG_6022	0.7255
MSMEG_6023	NA
MSMEG_6024	0.4706
MSMEG_6025	NA
MSMEG_6026	NA
MSMEG_6027	0.8454
MSMEG_6028	NA
MSMEG_6029	0.8617
MSMEG_6030	NA
MSMEG_6031	0.6604
MSMEG_6032	0.8955
MSMEG_6033	0.9886
MSMEG_6034	NA
MSMEG_6035	NA
MSMEG_6036	NA
MSMEG_6037	NA
MSMEG_6038	0.9960
MSMEG_6039	0.8961
MSMEG_6040	0.9235
MSMEG_6041	NA
MSMEG_6042	0.9774
MSMEG_6043	0.7363
MSMEG_6044	0.9449
MSMEG_6045	NA
MSMEG_6046	NA
MSMEG_6047	NA
MSMEG_6048	NA
MSMEG_6049	NA
MSMEG_6050	NA
MSMEG_6052	NA
MSMEG_6053	0.6460
MSMEG_6054	0.9799
MSMEG_6055	NA
MSMEG_6057	NA
MSMEG_6058	NA
MSMEG_6059	0.6136
MSMEG_6060	0.5018
MSMEG_6061	NA
MSMEG_6062	NA
MSMEG_6063	NA
MSMEG_6064	0.8652
MSMEG_6065	NA
MSMEG_6066	NA
MSMEG_6067	NA
MSMEG_6068	0.7579
MSMEG_6069	NA
MSMEG_6070	NA
MSMEG_6071	NA
MSMEG_6072	NA
MSMEG_6073	0.5065
MSMEG_6074	0.3124
MSMEG_6075	NA
MSMEG_6076	0.3853
MSMEG_6077	0.5988
MSMEG_6078	0.6072
MSMEG_6079	0.8533
MSMEG_6080	0.8823
MSMEG_6081	0.3884
MSMEG_6082	0.9900
MSMEG_6083	0.3246
MSMEG_6085	0.7714
MSMEG_6086	0.9580
MSMEG_6087	NA
MSMEG_6088	NA
MSMEG_6089	NA
MSMEG_6090	0.8937
MSMEG_6091	0.4809
MSMEG_6092	0.5774
MSMEG_6093	NA
MSMEG_6094	0.8754
MSMEG_6095	NA
MSMEG_6096	NA
MSMEG_6097	NA
MSMEG_6098	0.4798
MSMEG_6099	NA
MSMEG_6100	NA
MSMEG_6101	NA
MSMEG_6102	NA
MSMEG_6103	NA
MSMEG_6104	0.9830
MSMEG_6105	0.6577
MSMEG_6106	0.5644
MSMEG_6107	NA
MSMEG_6108	NA
MSMEG_6109	NA
MSMEG_6110	NA
MSMEG_6111	NA
MSMEG_6112	0.0279
MSMEG_6113	0.4240
MSMEG_6114	0.1997
MSMEG_6115	NA
MSMEG_6116	NA
MSMEG_6117	NA
MSMEG_6118	NA
MSMEG_6119	NA
MSMEG_6120	NA
MSMEG_6121	NA
MSMEG_6122	NA
MSMEG_6123	NA
MSMEG_6124	NA
MSMEG_6125	0.7316
MSMEG_6126	NA
MSMEG_6127	NA
MSMEG_6128	NA
MSMEG_6129	NA
MSMEG_6130	NA
MSMEG_6131	0.5169
MSMEG_6132	NA
MSMEG_6133	NA
MSMEG_6134	NA
MSMEG_6135	0.2723
MSMEG_6136	0.1226
MSMEG_6137	0.8071
MSMEG_6138	NA
MSMEG_6139	NA
MSMEG_6140	NA
MSMEG_6141	0.7731
MSMEG_6142	NA
MSMEG_6143	0.8384
MSMEG_6144	0.9912
MSMEG_6145	0.8798
MSMEG_6146	NA
MSMEG_6147	NA
MSMEG_6148	0.9925
MSMEG_6149	0.0522
MSMEG_6150	0.4613
MSMEG_6151	NA
MSMEG_6153	0.9039
MSMEG_6154	0.9527
MSMEG_6155	NA
MSMEG_6156	0.0522
MSMEG_6157	0.0142
MSMEG_6158	NA
MSMEG_6159	0.3250
MSMEG_6160	0.9756
MSMEG_6161	NA
MSMEG_6162	0.0522
MSMEG_6163	NA
MSMEG_6164	NA
MSMEG_6165	NA
MSMEG_6166	NA
MSMEG_6167	NA
MSMEG_6168	NA
MSMEG_6169	NA
MSMEG_6170	NA
MSMEG_6171	0.1980
MSMEG_6172	NA
MSMEG_6173	NA
MSMEG_6174	0.9643
MSMEG_6175	NA
MSMEG_6176	NA
MSMEG_6177	NA
MSMEG_6178	NA
MSMEG_6179	NA
MSMEG_6180	0.9441
MSMEG_6181	NA
MSMEG_6182	0.8571
MSMEG_6183	NA
MSMEG_6184	NA
MSMEG_6185	0.5855
MSMEG_6186	NA
MSMEG_6187	0.9362
MSMEG_6188	0.8091
MSMEG_6189	NA
MSMEG_6190	NA
MSMEG_6191	NA
MSMEG_6192	0.3976
MSMEG_6193	0.2117
MSMEG_6194	NA
MSMEG_6195	NA
MSMEG_6196	NA
MSMEG_6197	NA
MSMEG_6198	0.2476
MSMEG_6199	0.7893
MSMEG_6200	NA
MSMEG_6201	0.2024
MSMEG_6202	0.8725
MSMEG_6203	NA
MSMEG_6205	NA
MSMEG_6206	NA
MSMEG_6207	NA
MSMEG_6208	0.7007
MSMEG_6209	0.7429
MSMEG_6210	NA
MSMEG_6211	0.4971
MSMEG_6212	NA
MSMEG_6213	NA
MSMEG_6214	0.5466
MSMEG_6215	NA
MSMEG_6216	NA
MSMEG_6217	NA
MSMEG_6218	NA
MSMEG_6219	0.9995
MSMEG_6220	NA
MSMEG_6221	0.9906
MSMEG_6222	NA
MSMEG_6223	NA
MSMEG_6224	0.3484
MSMEG_6225	NA
MSMEG_6226	0.6072
MSMEG_6227	0.3588
MSMEG_6228	0.3443
MSMEG_6229	0.9457
MSMEG_6230	NA
MSMEG_6231	NA
MSMEG_6232	NA
MSMEG_6233	NA
MSMEG_6234	0.3356
MSMEG_6235	NA
MSMEG_6236	NA
MSMEG_6237	0.2254
MSMEG_6238	NA
MSMEG_6239	0.2513
MSMEG_6240	0.7882
MSMEG_6241	0.9956
MSMEG_6242	0.5180
MSMEG_6243	0.2004
MSMEG_6244	NA
MSMEG_6245	0.8126
MSMEG_6246	NA
MSMEG_6247	NA
MSMEG_6248	NA
MSMEG_6249	NA
MSMEG_6250	0.3664
MSMEG_6251	NA
MSMEG_6252	NA
MSMEG_6253	0.5462
MSMEG_6254	0.9312
MSMEG_6255	NA
MSMEG_6256	NA
MSMEG_6257	0.6730
MSMEG_6258	0.7458
MSMEG_6259	0.6188
MSMEG_6260	NA
MSMEG_6261	NA
MSMEG_6262	NA
MSMEG_6263	NA
MSMEG_6264	NA
MSMEG_6265	NA
MSMEG_6266	0.4057
MSMEG_6267	NA
MSMEG_6268	NA
MSMEG_6269	NA
MSMEG_6270	0.6299
MSMEG_6271	0.5941
MSMEG_6272	NA
MSMEG_6273	NA
MSMEG_6274	NA
MSMEG_6275	0.6031
MSMEG_6276	0.3303
MSMEG_6277	NA
MSMEG_6278	NA
MSMEG_6279	NA
MSMEG_6280	0.9982
MSMEG_6281	NA
MSMEG_6282	0.0008
MSMEG_6283	0.7732
MSMEG_6284	0.9499
MSMEG_6285	0.2058
MSMEG_6286	0.1400
MSMEG_6288	NA
MSMEG_6289	NA
MSMEG_6290	0.1777
MSMEG_6291	0.9277
MSMEG_6292	NA
MSMEG_6293	0.2571
MSMEG_6294	0.7110
MSMEG_6295	NA
MSMEG_6296	NA
MSMEG_6297	NA
MSMEG_6298	NA
MSMEG_6299	NA
MSMEG_6300	0.9308
MSMEG_6301	NA
MSMEG_6302	0.6804
MSMEG_6303	0.4081
MSMEG_6304	NA
MSMEG_6305	NA
MSMEG_6306	0.5209
MSMEG_6307	0.0582
MSMEG_6308	NA
MSMEG_6309	NA
MSMEG_6310	NA
MSMEG_6311	NA
MSMEG_6312	NA
MSMEG_6313	0.2691
MSMEG_6314	0.5451
MSMEG_6315	0.9409
MSMEG_6316	0.7195
MSMEG_6317	0.7507
MSMEG_6318	NA
MSMEG_6319	NA
MSMEG_6320	NA
MSMEG_6321	NA
MSMEG_6322	NA
MSMEG_6323	NA
MSMEG_6324	NA
MSMEG_6325	NA
MSMEG_6327	NA
MSMEG_6328	0.6534
MSMEG_6329	0.2177
MSMEG_6330	0.8342
MSMEG_6331	NA
MSMEG_6332	NA
MSMEG_6333	NA
MSMEG_6334	0.2152
MSMEG_6335	NA
MSMEG_6336	0.9970
MSMEG_6337	0.7187
MSMEG_6338	0.6604
MSMEG_6339	NA
MSMEG_6340	0.5669
MSMEG_6341	NA
MSMEG_6342	NA
MSMEG_6343	0.3310
MSMEG_6344	0.9912
MSMEG_6345	0.8800
MSMEG_6346	0.9670
MSMEG_6347	NA
MSMEG_6348	0.9715
MSMEG_6351	0.2257
MSMEG_6352	0.3850
MSMEG_6353	0.3650
MSMEG_6354	0.9600
MSMEG_6355	NA
MSMEG_6356	0.3373
MSMEG_6357	NA
MSMEG_6358	0.9881
MSMEG_6359	NA
MSMEG_6361	0.4331
MSMEG_6362	0.6296
MSMEG_6363	0.2078
MSMEG_6365	0.3422
MSMEG_6366	NA
MSMEG_6367	NA
MSMEG_6368	0.4337
MSMEG_6369	0.4246
MSMEG_6370	0.9701
MSMEG_6371	NA
MSMEG_6372	0.4479
MSMEG_6373	NA
MSMEG_6374	NA
MSMEG_6375	NA
MSMEG_6376	NA
MSMEG_6377	NA
MSMEG_6378	NA
MSMEG_6379	0.7242
MSMEG_6380	0.9752
MSMEG_6381	0.9812
MSMEG_6382	NA
MSMEG_6383	0.1493
MSMEG_6384	NA
MSMEG_6385	0.9358
MSMEG_6386	0.3673
MSMEG_6387	0.5159
MSMEG_6388	0.7744
MSMEG_6389	NA
MSMEG_6390	0.9913
MSMEG_6391	0.8539
MSMEG_6392	NA
MSMEG_6393	0.9245
MSMEG_6394	0.2149
MSMEG_6395	0.4829
MSMEG_6396	NA
MSMEG_6397	NA
MSMEG_6398	0.6900
MSMEG_6399	0.2933
MSMEG_6400	NA
MSMEG_6401	0.3185
MSMEG_6402	NA
MSMEG_6403	NA
MSMEG_6404	0.5705
MSMEG_6405	0.5690
MSMEG_6406	0.5406
MSMEG_6407	NA
MSMEG_6408	0.6063
MSMEG_6409	0.9615
MSMEG_6410	0.3271
MSMEG_6411	0.2158
MSMEG_6412	NA
MSMEG_6413	0.7096
MSMEG_6414	0.8552
MSMEG_6415	NA
MSMEG_6416	0.6957
MSMEG_6417	NA
MSMEG_6418	0.3901
MSMEG_6419	0.5468
MSMEG_6420	0.8044
MSMEG_6421	NA
MSMEG_6422	0.7637
MSMEG_6423	NA
MSMEG_6424	NA
MSMEG_6425	NA
MSMEG_6426	0.5376
MSMEG_6427	0.3568
MSMEG_6428	0.4331
MSMEG_6429	NA
MSMEG_6430	0.8017
MSMEG_6431	NA
MSMEG_6432	0.5808
MSMEG_6433	0.4162
MSMEG_6434	0.2231
MSMEG_6435	NA
MSMEG_6436	NA
MSMEG_6437	NA
MSMEG_6438	0.9556
MSMEG_6439	0.2428
MSMEG_6440	0.9318
MSMEG_6441	0.2554
MSMEG_6442	NA
MSMEG_6443	NA
MSMEG_6444	NA
MSMEG_6445	NA
MSMEG_6446	0.2714
MSMEG_6447	0.4548
MSMEG_6448	0.4740
MSMEG_6449	NA
MSMEG_6450	NA
MSMEG_6451	0.7787
MSMEG_6452	0.9403
MSMEG_6453	NA
MSMEG_6454	0.4633
MSMEG_6455	NA
MSMEG_6456	0.2837
MSMEG_6457	0.9662
MSMEG_6458	NA
MSMEG_6459	NA
MSMEG_6460	NA
MSMEG_6461	NA
MSMEG_6462	NA
MSMEG_6463	NA
MSMEG_6464	0.4231
MSMEG_6465	0.8186
MSMEG_6466	NA
MSMEG_6467	NA
MSMEG_6468	0.2809
MSMEG_6469	NA
MSMEG_6470	NA
MSMEG_6471	NA
MSMEG_6472	NA
MSMEG_6473	NA
MSMEG_6474	NA
MSMEG_6475	0.6531
MSMEG_6476	NA
MSMEG_6477	0.5354
MSMEG_6478	NA
MSMEG_6479	0.3636
MSMEG_6480	0.8611
MSMEG_6481	0.8540
MSMEG_6482	NA
MSMEG_6483	NA
MSMEG_6484	0.6284
MSMEG_6485	0.7433
MSMEG_6486	NA
MSMEG_6487	0.2553
MSMEG_6488	NA
MSMEG_6489	NA
MSMEG_6490	NA
MSMEG_6491	NA
MSMEG_6492	NA
MSMEG_6493	NA
MSMEG_6494	NA
MSMEG_6495	NA
MSMEG_6496	NA
MSMEG_6497	0.5833
MSMEG_6498	0.9975
MSMEG_6499	0.6546
MSMEG_6500	NA
MSMEG_6501	NA
MSMEG_6502	0.4468
MSMEG_6503	0.3368
MSMEG_6504	NA
MSMEG_6505	NA
MSMEG_6506	NA
MSMEG_6507	0.5152
MSMEG_6508	0.4288
MSMEG_6509	NA
MSMEG_6510	NA
MSMEG_6511	0.7507
MSMEG_6512	NA
MSMEG_6513	NA
MSMEG_6514	NA
MSMEG_6515	0.8897
MSMEG_6516	NA
MSMEG_6517	NA
MSMEG_6518	0.7792
MSMEG_6519	0.8507
MSMEG_6520	0.9817
MSMEG_6521	NA
MSMEG_6522	NA
MSMEG_6523	NA
MSMEG_6524	0.4237
MSMEG_6525	0.8638
MSMEG_6526	0.6011
MSMEG_6527	NA
MSMEG_6528	0.9301
MSMEG_6529	NA
MSMEG_6530	NA
MSMEG_6531	NA
MSMEG_6532	NA
MSMEG_6533	NA
MSMEG_6534	NA
MSMEG_6535	0.2008
MSMEG_6536	NA
MSMEG_6537	NA
MSMEG_6538	0.5071
MSMEG_6539	NA
MSMEG_6540	0.7650
MSMEG_6541	0.8352
MSMEG_6542	NA
MSMEG_6544	0.4137
MSMEG_6545	NA
MSMEG_6546	0.6740
MSMEG_6547	0.6862
MSMEG_6548	NA
MSMEG_6549	NA
MSMEG_6550	NA
MSMEG_6551	NA
MSMEG_6552	0.2833
MSMEG_6553	NA
MSMEG_6554	NA
MSMEG_6555	0.7299
MSMEG_6556	NA
MSMEG_6557	0.0112
MSMEG_6558	NA
MSMEG_6559	0.5554
MSMEG_6560	NA
MSMEG_6561	NA
MSMEG_6562	NA
MSMEG_6563	0.6182
MSMEG_6564	NA
MSMEG_6565	NA
MSMEG_6566	0.7648
MSMEG_6567	NA
MSMEG_6568	0.7130
MSMEG_6569	NA
MSMEG_6570	NA
MSMEG_6571	0.0112
MSMEG_6572	NA
MSMEG_6573	NA
MSMEG_6574	0.4955
MSMEG_6575	NA
MSMEG_6576	NA
MSMEG_6577	0.9114
MSMEG_6578	NA
MSMEG_6579	0.3929
MSMEG_6580	0.7996
MSMEG_6581	0.6528
MSMEG_6582	NA
MSMEG_6583	0.3522
MSMEG_6584	0.8560
MSMEG_6585	NA
MSMEG_6586	NA
MSMEG_6587	0.8817
MSMEG_6588	0.9243
MSMEG_6589	NA
MSMEG_6590	0.4168
MSMEG_6591	NA
MSMEG_6592	NA
MSMEG_6593	NA
MSMEG_6594	NA
MSMEG_6595	NA
MSMEG_6596	0.9135
MSMEG_6597	NA
MSMEG_6598	0.8481
MSMEG_6600	NA
MSMEG_6601	0.6786
MSMEG_6602	NA
MSMEG_6603	0.7538
MSMEG_6604	0.4510
MSMEG_6605	0.2253
MSMEG_6606	NA
MSMEG_6607	NA
MSMEG_6608	NA
MSMEG_6609	NA
MSMEG_6610	NA
MSMEG_6611	NA
MSMEG_6612	NA
MSMEG_6613	NA
MSMEG_6614	NA
MSMEG_6615	NA
MSMEG_6616	NA
MSMEG_6617	0.5931
MSMEG_6618	0.9937
MSMEG_6620	0.2339
MSMEG_6621	NA
MSMEG_6622	NA
MSMEG_6623	NA
MSMEG_6624	NA
MSMEG_6625	NA
MSMEG_6626	NA
MSMEG_6627	0.8475
MSMEG_6628	NA
MSMEG_6629	NA
MSMEG_6630	0.6491
MSMEG_6631	NA
MSMEG_6632	NA
MSMEG_6633	NA
MSMEG_6634	0.2702
MSMEG_6635	0.3951
MSMEG_6636	0.4280
MSMEG_6637	0.4143
MSMEG_6638	0.4234
MSMEG_6639	0.5228
MSMEG_6640	0.4284
MSMEG_6641	NA
MSMEG_6642	0.3303
MSMEG_6643	0.1572
MSMEG_6644	NA
MSMEG_6645	NA
MSMEG_6646	NA
MSMEG_6647	NA
MSMEG_6648	NA
MSMEG_6649	0.0023
MSMEG_6650	0.7873
MSMEG_6651	NA
MSMEG_6652	NA
MSMEG_6654	0.5293
MSMEG_6655	NA
MSMEG_6656	NA
MSMEG_6657	NA
MSMEG_6658	NA
MSMEG_6659	NA
MSMEG_6660	0.4134
MSMEG_6661	0.8984
MSMEG_6662	NA
MSMEG_6663	0.8968
MSMEG_6664	NA
MSMEG_6665	NA
MSMEG_6666	0.4710
MSMEG_6667	NA
MSMEG_6668	NA
MSMEG_6669	NA
MSMEG_6670	NA
MSMEG_6671	NA
MSMEG_6672	NA
MSMEG_6673	NA
MSMEG_6674	NA
MSMEG_6675	NA
MSMEG_6676	NA
MSMEG_6677	NA
MSMEG_6678	0.0218
MSMEG_6679	NA
MSMEG_6680	NA
MSMEG_6681	NA
MSMEG_6682	NA
MSMEG_6683	NA
MSMEG_6684	NA
MSMEG_6685	0.8007
MSMEG_6686	0.7967
MSMEG_6687	NA
MSMEG_6688	NA
MSMEG_6689	NA
MSMEG_6690	0.7159
MSMEG_6691	NA
MSMEG_6692	NA
MSMEG_6693	NA
MSMEG_6694	NA
MSMEG_6695	NA
MSMEG_6696	NA
MSMEG_6697	NA
MSMEG_6698	0.0522
